transcript	GSK_rep1	GSK_rep2	LLY_rep1	LLY_rep2
L1FLnI_21q22.2b	0	2	1	1
L1FLnI_10p11.1h	0	2	0	2
L1FLnI_1q24.1h	0	2	0	1
L1FLnI_Xp11.21b	0	2	3	1
L1FLnI_5q11.2p	0	2	1	0
L1FLnI_7q31.1v	0	2	0	0
L1ORF2_Xq28	0	2	3	2
L1FLnI_13q33.3m	0	2	1	0
L1FLnI_11p11.2o	0	2	0	0
L1FLnI_5q15oa	0	2	1	0
L1FLnI_6q16.3ea	0	2	2	0
L1FLnI_11q22.1t	0	2	0	0
L1FLnI_1p34.3f	0	2	2	0
L1FLnI_4q31.1a	0	2	3	0
L1FLnI_Xq13.3ta	0	2	2	1
L1FLnI_10p12.31e	0	2	1	0
L1FLnI_Xq13.1f	0	2	1	0
L1FLnI_4q24xa	0	2	3	1
L1FLnI_2q32.1j	0	2	0	1
L1FLnI_20p12.1t	0	2	0	2
L1FLnI_3p12.1q	0	2	3	3
L1FLnI_6q14.3ja	0	2	3	0
L1FLnI_7q36.2f	0	2	0	0
L1FLnI_5q34aa	0	2	0	1
L1FLnI_12p12.1i	0	2	0	1
L1FLnI_4q28.3ga	0	2	2	0
L1FLnI_2q23.2b	0	2	0	0
L1FLnI_1q32.1g	0	2	2	0
L1FLnI_5q23.3y	0	2	4	0
L1FLnI_19p12i	0	2	0	0
L1FLnI_20q11.1d	0	2	0	2
L1FLnI_16q23.1b	0	2	3	0
L1FLnI_3p24.3bb	0	2	0	0
L1FLnI_Xq26.2q	0	2	0	0
L1FLnI_8q23.3q	0	2	2	0
L1FLnI_4q34.1a	0	2	0	0
L1FLnI_Xq25mb	0	2	0	0
L1FLnI_Xq21.33aa	0	2	0	2
L1FLnI_8q21.13ga	0	2	0	0
L1FLnI_12q24.33b	0	2	0	1
L1FLnI_4q13.2aa	0	2	1	1
L1FLnI_14q31.1k	0	2	1	0
L1FLnI_11q22.1fa	0	2	1	0
L1FLnI_11p15.1h	0	2	1	0
L1FLnI_3q22.2j	0	2	4	1
L1FLnI_7p14.1e	0	2	0	0
L1FLnI_4q13.2u	0	2	2	1
L1FLnI_3q11.2q	0	2	0	2
L1FLnI_4q28.2u	0	2	0	0
L1FLnI_13q33.3g	0	2	2	0
L1FLnI_16p13.2	0	2	0	3
L1FLnI_Xq22.3ua	0	2	1	0
L1FLnI_1p35.2a	0	2	4	0
L1FLnI_14q22.1f	0	2	1	1
L1FLnI_Xq27.1o	0	2	0	1
L1FLnI_8q21.2b	0	2	1	0
L1FLnI_11q14.3aa	0	2	1	2
L1FLnI_9p21.2j	0	1	5	0
L1FLnI_1p35.1c	0	1	0	0
L1FLnI_1p31.2f	0	1	0	0
L1FLnI_1p31.1fa	0	1	0	0
L1FLnI_1p31.1qb	0	1	1	0
L1FLnI_2p25.3e	0	1	6	0
L1FLnI_2q31.1u	0	1	0	0
L1FLnI_2q34b	0	1	1	1
L1FLnI_3p24.1i	0	1	3	0
L1FLnI_3p24.1k	0	1	3	3
L1FLnI_3p14.2j	0	1	0	0
L1FLnI_3q13.11e	0	1	0	0
L1FLnI_3q13.32o	0	1	1	0
L1FLnI_3q26.1n	0	1	0	0
L1FLnI_3q26.33a	0	1	2	1
L1FLnI_4q21.1n	0	1	3	0
L1FLnI_4q22.1e	0	1	2	2
L1FLnI_4q22.2a	0	1	1	0
L1FLnI_4q28.1v	0	1	1	0
L1FLnI_4q28.1x	0	1	1	0
L1FLnI_4q28.3qa	0	1	0	0
L1FLnI_4q31.21n	0	1	0	0
L1FLnI_4q31.23h	0	1	0	1
L1FLnI_5q11.2b	0	1	2	0
L1FLnI_5q14.3r	0	1	0	0
L1FLnI_5q14.3ra	0	1	1	1
L1FLnI_5q23.2v	0	1	1	2
L1FLnI_5q23.3j	0	1	1	0
L1FLnI_6p25.1c	0	1	1	0
L1FLnI_6q21p	0	1	0	0
L1FLnI_6q22.31ha	0	1	4	2
L1FLnI_6q24.3d	0	1	0	0
L1FLnI_7p21.3ra	0	1	1	3
L1FLnI_7p21.1z	0	1	4	0
L1FLnI_7p14.3n	0	1	1	1
L1FLnI_8p23.3g	0	1	0	1
L1FLnI_8q11.21s	0	1	3	0
L1FLnI_8q11.23h	0	1	1	0
L1FLnI_8q21.13za	0	1	0	0
L1FLnI_8q23.1t	0	1	0	0
L1FLnI_8q23.3u	0	1	0	1
L1FLnI_9p24.1h	0	1	1	0
L1FLnI_9q33.2g	0	1	9	5
L1FLnI_10q21.1ja	0	1	0	0
L1FLnI_10q23.31z	0	1	0	0
L1FLnI_11p15.4n	0	1	1	0
L1FLnI_11q14.3d	0	1	0	0
L1FLnI_11q22.3ea	0	1	0	0
L1FLnI_12q12pa	0	1	2	0
L1FLnI_12q14.1k	0	1	3	0
L1FLnI_12q21.33m	0	1	0	0
L1FLnI_13q14.3p	0	1	1	2
L1FLnI_13q31.1k	0	1	1	2
L1FLnI_13q31.1r	0	1	3	0
L1FLnI_13q31.1aa	0	1	0	0
L1FLnI_14q12j	0	1	0	2
L1FLnI_14q12oa	0	1	0	0
L1FLnI_16q21aa	0	1	0	1
L1FLnI_20q12b	0	1	0	0
L1FLnI_22p11.2m	0	1	0	0
L1FLnI_Xp22.11b	0	1	1	0
L1FLnI_Xp11.22ga	0	1	2	4
L1FLnI_Xq12ra	0	1	0	0
L1FLnI_Xq13.3w	0	1	4	0
L1FLnI_Xq21.1id	0	1	0	0
L1FLnI_Xq21.33d	0	1	0	1
L1FLnI_Xq22.1na	0	1	1	0
L1FLnI_Xq26.1b	0	1	0	1
L1FLnI_Yp11.2oa	0	1	0	0
L1FLnI_2p24.2k	0	1	0	0
L1FLnI_2p16.1l	0	1	0	1
L1FLnI_2p14p	0	1	2	0
L1FLnI_3p24.1a	0	1	1	0
L1FLnI_3p23c	0	1	0	0
L1FLnI_3p21.31d	0	1	0	1
L1FLnI_3q12.1f	0	1	1	3
L1FLnI_3q13.11d	0	1	0	1
L1FLnI_3q22.3m	0	1	2	0
L1FLnI_4q13.1i	0	1	1	0
L1FLnI_4q24i	0	1	2	1
L1FLnI_4q26q	0	1	0	0
L1FLnI_4q32.3i	0	1	0	1
L1FLnI_4q33k	0	1	0	1
L1FLnI_5q21.1h	0	1	1	0
L1FLnI_5q21.3r	0	1	0	0
L1FLnI_5q35.1a	0	1	0	1
L1FLnI_6p12.2a	0	1	1	0
L1FLnI_6q13e	0	1	1	0
L1FLnI_7p21.1s	0	1	2	0
L1FLnI_7p11.2l	0	1	3	0
L1FLnI_7q11.21s	0	1	0	0
L1FLnI_7q31.1t	0	1	1	0
L1FLnI_7q33k	0	1	0	1
L1FLnI_8p12ja	0	1	2	0
L1FLnI_8q12.1ia	0	1	0	1
L1FLnI_8q21.3s	0	1	1	0
L1FLnI_8q23.1n	0	1	5	1
L1FLnI_10p13e	0	1	0	1
L1FLnI_11p15.4la	0	1	1	0
L1FLnI_11p15.2o	0	1	2	3
L1FLnI_11q14.2n	0	1	0	0
L1FLnI_12q23.3i	0	1	4	0
L1FLnI_13q14.3r	0	1	2	1
L1FLnI_13q21.1w	0	1	1	0
L1FLnI_13q22.2g	0	1	7	1
L1FLnI_13q31.1na	0	1	1	0
L1FLnI_15q26.3a	0	1	5	0
L1FLnI_17p13.1a	0	1	1	0
L1FLnI_20p12.3j	0	1	1	0
L1FLnI_21q21.1e	0	1	0	0
L1FLnI_Xp11.3fa	0	1	1	0
L1FLnI_Xq21.1oe	0	1	0	0
L1FLnI_Xq22.3oa	0	1	0	0
L1FLnI_Xq23wa	0	1	4	0
L1FLnI_Xq25wa	0	1	0	0
L1FLnI_Xq26.3w	0	1	0	0
L1FLnI_1p36.33a	0	1	1	2
L1FLnI_1p34.3b	0	1	0	2
L1FLnI_1p31.1ya	0	1	2	2
L1FLnI_1p12d	0	1	0	0
L1FLnI_1q42.2j	0	1	1	0
L1FLnI_2p24.3m	0	1	1	0
L1FLnI_2p16.1q	0	1	0	0
L1FLnI_2q22.2f	0	1	4	1
L1FLnI_2q24.2i	0	1	1	1
L1FLnI_2q24.3m	0	1	4	1
L1FLnI_2q34g	0	1	1	1
L1FLnI_3p24.1w	0	1	0	0
L1FLnI_3q11.1a	0	1	0	1
L1FLnI_3q12.2g	0	1	1	1
L1FLnI_3q13.11p	0	1	1	0
L1FLnI_3q13.11x	0	1	0	0
L1FLnI_3q22.3j	0	1	1	0
L1FLnI_3q26.1i	0	1	0	0
L1FLnI_4p15.33m	0	1	4	0
L1FLnI_4p15.32k	0	1	0	0
L1FLnI_4p13g	0	1	0	0
L1FLnI_4p13o	0	1	8	0
L1FLnI_4q13.1ab	0	1	0	0
L1FLnI_4q22.2h	0	1	0	0
L1FLnI_4q26u	0	1	5	1
L1FLnI_4q27v	0	1	1	0
L1FLnI_4q31.23e	0	1	0	0
L1FLnI_5p14.3f	0	1	0	0
L1FLnI_5q14.3pb	0	1	1	0
L1FLnI_5q15ha	0	1	0	0
L1FLnI_5q21.3b	0	1	0	0
L1FLnI_6p22.3h	0	1	0	0
L1FLnI_6p12.1s	0	1	1	2
L1FLnI_6q12o	0	1	0	0
L1FLnI_6q23.3g	0	1	0	0
L1FLnI_6q23.3o	0	1	3	0
L1FLnI_7p14.1a	0	1	1	1
L1ORF2_7p12.3	0	1	0	0
L1FLnI_8q12.2e	0	1	0	2
L1FLnI_8q21.13v	0	1	0	0
L1FLnI_8q22.1ha	0	1	0	0
L1FLnI_9p22.1e	0	1	4	1
L1FLnI_9q21.13b	0	1	1	1
L1FLnI_9q21.31u	0	1	0	0
L1FLnI_10q22.3a	0	1	0	0
L1FLnI_10q26.12f	0	1	2	0
L1FLnI_11p15.2v	0	1	1	0
L1FLnI_11q12.1q	0	1	2	1
L1FLnI_11q14.1c	0	1	1	1
L1FLnI_11q22.3p	0	1	1	2
L1FLnI_12p11.22e	0	1	0	0
L1FLnI_12q21.1i	0	1	2	1
L1FLnI_12q21.1da	0	1	4	0
L1FLnI_12q21.2q	0	1	6	1
L1FLnI_12q23.1d	0	1	0	0
L1FLnI_12q23.1o	0	1	0	0
L1FLnI_14q12v	0	1	0	0
L1FLnI_14q21.3r	0	1	1	0
L1FLnI_14q21.3s	0	1	0	0
L1FLnI_14q23.2h	0	1	0	0
L1FLnI_15q21.1j	0	1	1	1
L1FLnI_15q25.3b	0	1	1	1
L1FLnI_18p11.31k	0	1	2	2
L1FLnI_18q12.1o	0	1	0	0
L1FLnI_19p12g	0	1	0	0
L1FLnI_21q21.1z	0	1	0	0
L1FLnI_Xp11.21y	0	1	1	0
L1FLnI_Xq12k	0	1	1	0
L1FLnI_Xq12w	0	1	0	0
L1FLnI_Xq21.1bf	0	1	1	0
L1FLnI_Xq21.31xa	0	1	0	0
L1FLnI_Xq22.3va	0	1	1	0
L1FLnI_Xq23mb	0	1	0	0
L1FLnI_Xq25g	0	1	3	2
L1FLnI_Xq26.3x	0	1	0	0
L1FLnI_1p12c	0	1	1	0
L1FLnI_1q44l	0	1	0	0
L1FLnI_2p22.3p	0	1	0	0
L1FLnI_2q14.3ba	0	1	0	0
L1FLnI_2q24.2c	0	1	4	2
L1FLnI_4p15.1r	0	1	2	1
L1FLnI_4q27e	0	1	1	1
L1FLnI_4q28.1f	0	1	0	0
L1FLnI_4q28.1q	0	1	0	0
L1FLnI_4q31.3i	0	1	2	2
L1FLnI_5q14.3ha	0	1	0	0
L1FLnI_5q21.1m	0	1	5	4
L1FLnI_5q32z	0	1	0	0
L1FLnI_5q34h	0	1	4	0
L1FLnI_6p25.1l	0	1	1	0
L1FLnI_6q16.1v	0	1	0	1
L1FLnI_6q16.3j	0	1	4	2
L1FLnI_6q16.3r	0	1	1	1
L1FLnI_6q22.31i	0	1	0	0
L1FLnI_7p21.3k	0	1	0	0
L1FLnI_7p15.3i	0	1	2	1
L1FLnI_7q21.11l	0	1	1	0
L1FLnI_7q31.1u	0	1	0	0
L1FLnI_8p23.1f	0	1	0	0
L1FLnI_8p12n	0	1	0	0
L1FLnI_9p24.2l	0	1	0	0
L1FLnI_10q23.31ba	0	1	0	0
L1FLnI_11q21c	0	1	1	0
L1FLnI_11q21ca	0	1	2	1
L1FLnI_11q24.3q	0	1	5	0
L1FLnI_12p11.21h	0	1	2	3
L1FLnI_12q23.3s	0	1	0	1
L1FLnI_18q22.3d	0	1	0	1
L1FLnI_19p12k	0	1	0	0
L1FLnI_20p12.1e	0	1	3	2
L1FLnI_22q11.1a	0	1	1	0
L1FLnI_Xp11.22r	0	1	3	0
L1FLnI_Xp11.21qc	0	1	0	1
L1FLnI_Xq21.33da	0	1	1	0
L1FLnI_Xq23pa	0	1	1	1
L1FLnI_Yq11.21aa	0	1	0	0
L1FLnI_1q24.2o	0	1	0	0
L1FLnI_1q41k	0	1	1	0
L1FLnI_2p25.3n	0	1	1	0
L1FLnI_2q12.1l	0	1	0	0
L1FLnI_2q12.3a	0	1	2	1
L1FLnI_3q13.11v	0	1	3	0
L1FLnI_3q25.2u	0	1	0	0
L1FLnI_4q27x	0	1	2	0
L1FLnI_5p15.32j	0	1	2	1
L1FLnI_5p15.2i	0	1	0	1
L1FLnI_5p14.3b	0	1	0	0
L1FLnI_5q35.2a	0	1	5	2
L1FLnI_6p22.1i	0	1	1	1
L1FLnI_6p12.3e	0	1	0	3
L1FLnI_6q11.1f	0	1	1	0
L1FLnI_6q16.3ca	0	1	0	0
L1FLnI_6q22.31g	0	1	7	0
L1FLnI_6q26h	0	1	0	0
L1FLnI_8q21.2o	0	1	2	0
L1FLnI_10q21.1q	0	1	2	1
L1FLnI_10q22.3k	0	1	0	0
L1FLnI_10q23.1va	0	1	0	0
L1FLnI_11p12g	0	1	0	0
L1FLnI_12p12.3e	0	1	1	0
L1FLnI_12q14.1g	0	1	4	0
L1FLnI_12q14.1i	0	1	1	1
L1FLnI_12q15m	0	1	0	3
L1FLnI_12q21.31b	0	1	0	0
L1FLnI_12q21.31z	0	1	0	0
L1FLnI_12q24.22c	0	1	6	2
L1FLnI_13q22.2b	0	1	0	0
L1FLnI_13q31.1g	0	1	3	6
L1FLnI_13q31.1ra	0	1	0	0
L1FLnI_13q31.3h	0	1	6	1
L1ORF2_13q31.3	0	1	1	1
L1FLnI_14q21.2x	0	1	2	0
L1FLnI_15q22.2d	0	1	1	1
L1FLnI_19q12o	0	1	0	0
L1FLnI_21q21.1a	0	1	1	0
L1FLnI_21q21.1ea	0	1	0	0
L1FLnI_Xq13.3ia	0	1	0	0
L1FLnI_Xq21.1cb	0	1	0	0
L1FLnI_Xq21.32a	0	1	0	0
L1FLnI_Xq21.33pa	0	1	1	3
L1FLnI_2q34h	0	1	1	0
L1FLnI_3q13.13t	0	1	1	1
L1FLnI_5q11.2da	0	1	0	0
L1FLnI_6q16.3ia	0	1	1	0
L1FLnI_8p21.3g	0	1	1	0
L1FLnI_8q21.3q	0	1	0	0
L1FLnI_8q23.1z	0	1	3	1
L1FLnI_9p24.3k	0	1	3	0
L1FLnI_9q21.13p	0	1	1	1
L1FLnI_10p11.23b	0	1	0	1
L1FLnI_11p12ra	0	1	4	1
L1FLnI_11q14.2m	0	1	0	0
L1FLnI_11q24.1d	0	1	5	0
L1FLnI_12q21.31p	0	1	0	0
L1FLnI_12q23.1i	0	1	1	0
L1FLnI_12q23.3b	0	1	0	1
L1FLnI_13q33.2c	0	1	2	1
L1FLnI_14q21.1f	0	1	2	1
L1FLnI_Xp11.21n	0	1	2	0
L1FLnI_Xq11.2y	0	1	2	1
L1FLnI_Xq12h	0	1	1	0
L1FLnI_Xq12t	0	1	0	0
L1FLnI_Xq25f	0	1	0	0
L1FLnI_Xq25n	0	1	0	0
L1FLnI_Xq25lb	0	1	0	0
L1FLnI_Xq26.3aa	0	1	1	1
L1FLnI_2p16.1la	0	1	0	0
L1FLI_2q24.1	0	1	13	1
L1FLnI_2q31.1r	0	1	0	0
L1FLnI_3p24.3o	0	1	3	6
L1FLnI_3p24.2l	0	1	0	0
L1FLnI_3q12.2c	0	1	0	1
L1FLnI_3q13.33h	0	1	0	1
L1FLnI_3q22.1u	0	1	1	1
L1FLnI_4p15.32l	0	1	6	0
L1FLnI_4q13.1ca	0	1	0	0
L1FLnI_4q13.1ga	0	1	2	3
L1FLnI_4q27a	0	1	0	0
L1FLnI_4q27q	0	1	1	0
L1FLnI_4q31.21ea	0	1	0	1
L1FLnI_5q22.3k	0	1	1	0
L1FLnI_6q13ca	0	1	4	3
L1FLnI_6q22.33l	0	1	1	0
L1FLnI_10q25.3a	0	1	1	0
L1FLnI_10q25.3b	0	1	2	2
L1FLnI_12q14.1aa	0	1	2	0
L1FLnI_12q23.1t	0	1	1	0
L1FLnI_15q21.2l	0	1	1	1
L1FLnI_16q24.1b	0	1	2	2
L1FLnI_21q11.2c	0	1	0	0
L1FLnI_Xp11.3ca	0	1	0	0
L1FLnI_Xq13.3i	0	1	2	1
L1FLnI_Xq21.33lb	0	1	1	0
L1FLnI_Xq27.1f	0	1	2	0
L1FLnI_Xq27.1t	0	1	1	0
L1FLnI_2q12.3d	0	1	1	1
L1FLnI_2q22.1k	0	1	0	1
L1FLnI_4q32.1x	0	1	2	2
L1FLnI_5q23.2y	0	1	1	0
L1FLnI_6q11.1k	0	1	0	0
L1FLnI_6q14.3ua	0	1	4	2
L1FLnI_7q36.3b	0	1	0	0
L1FLnI_9p22.1i	0	1	1	0
L1FLnI_9p21.2h	0	1	0	0
L1FLnI_10q23.1p	0	1	4	0
L1FLnI_13q14.2z	0	1	1	0
L1FLnI_17q22s	0	1	0	0
L1FLnI_22p11.2e	0	1	2	2
L1FLnI_Xq21.1lc	0	1	1	1
L1FLnI_2p16.1f	0	1	1	0
L1FLnI_2p12l	0	1	1	6
L1FLnI_3p22.1e	0	1	0	0
L1FLnI_4q13.3da	0	1	0	0
L1FLnI_4q23q	0	1	2	0
L1FLnI_5q23.2z	0	1	1	0
L1FLnI_6q22.31z	0	1	3	2
L1FLnI_9p23n	0	1	2	1
L1FLnI_11p12ca	0	1	0	0
L1FLnI_12q12n	0	1	1	1
L1FLnI_14q21.3h	0	1	0	0
L1FLnI_15q25.1f	0	1	1	0
L1FLnI_Xq25u	0	1	2	0
L1FLnI_Xq28h	0	1	2	0
L1FLnI_Xq28s	0	1	0	0
L1FLnI_1q24.1c	0	1	3	0
L1FLnI_2p12s	0	1	2	0
L1FLnI_4p13q	0	1	0	0
L1FLnI_9q21.13a	0	1	1	0
L1FLnI_9q21.31j	0	1	0	0
L1FLnI_12q21.31ba	0	1	0	1
L1FLnI_13q32.1m	0	1	2	0
L1FLnI_15q26.2a	0	1	0	2
L1FLnI_16q21y	0	1	1	1
L1FLnI_Xq21.31ib	0	1	0	0
L1FLnI_3q13.13q	0	1	6	0
L1FLnI_3q22.1c	0	1	0	1
L1FLnI_4q21.22c	0	1	1	0
L1FLnI_5q11.2wa	0	1	1	1
L1FLI_6p22.3	0	1	1	0
L1FLnI_6q27l	0	1	0	0
L1FLnI_8q21.3g	0	1	2	0
L1FLnI_9q31.1x	0	1	1	0
L1FLnI_11p12ja	0	1	0	0
L1ORF2_19q12	0	1	2	1
L1FLnI_5p12q	0	1	3	0
L1FLnI_6p21.2d	0	1	1	1
L1FLnI_8q21.2c	0	1	0	0
L1FLnI_Xq22.3m	0	1	0	1
L1FLnI_1q31.3d	0	1	0	0
L1FLI_2q12.1	0	1	3	0
L1FLnI_3q11.2b	0	1	0	1
L1FLnI_6q16.1ka	0	1	3	0
L1FLnI_9q21.13s	0	1	2	0
L1FLnI_12q23.1v	0	1	0	0
L1FLnI_6p12.3ea	0	1	2	0
L1FLnI_Xq21.31r	0	1	1	0
L1FLnI_5p15.32c	0	1	3	2
L1FLnI_5q23.1f	0	1	0	0
L1FLnI_6q16.3f	0	1	2	3
L1FLnI_6q23.2n	0	1	2	0
L1FLnI_8q12.1m	0	1	5	0
L1FLnI_Xp11.22ba	0	1	0	0
L1FLnI_1p32.2b	0	1	2	0
L1FLnI_3q26.1x	0	1	3	3
L1FLnI_4q22.1g	0	1	3	0
L1FLnI_10q23.31s	0	1	0	1
L1FLnI_13q13.3w	0	1	1	0
L1FLnI_3q25.1h	0	1	0	1
L1FLnI_4q24m	0	1	1	0
L1FLnI_20p12.3k	0	1	3	0
L1FLnI_4q25ga	0	1	1	0
L1FLnI_4q28.3ka	0	1	1	0
L1FLnI_Xq13.2c	0	1	0	0
L1FLnI_2q32.1c	0	1	3	1
L1FLnI_2q33.1n	0	1	1	1
L1FLnI_4q22.3ea	0	1	0	1
L1FLnI_12p13.1d	0	1	0	2
L1FLnI_12p11.1q	0	1	1	0
L1FLnI_12p11.1s	0	1	0	2
L1FLnI_14q23.1f	0	1	2	0
L1FLnI_20q13.2m	0	1	4	1
L1FLnI_Xq21.33va	0	1	0	0
L1FLnI_21q21.1fa	0	1	1	0
L1FLnI_2q36.3l	0	1	3	0
L1FLnI_3q24u	0	1	0	0
L1FLnI_15q24.1b	0	1	0	1
L1FLnI_Yp11.2ub	0	1	0	1
L1FLnI_1p21.1q	0	1	0	0
L1FLnI_6q16.1q	0	1	0	1
L1FLnI_11q22.3e	0	1	0	0
L1FLnI_12q11a	0	1	2	0
L1FLnI_1q31.3j	0	1	2	0
L1FLnI_2q35l	0	1	0	1
L1FLnI_3p24.3t	0	1	0	0
L1FLnI_4q32.1ea	0	1	0	0
L1FLnI_15q25.3r	0	1	3	0
L1FLnI_10p12.31k	0	1	0	0
L1FLnI_15q12c	0	1	1	0
L1FLnI_6q16.3h	0	1	1	0
L1FLnI_13q21.2o	0	1	0	0
L1FLnI_Xq21.1za	0	1	2	0
L1FLnI_Yq11.221n	0	1	0	0
L1FLnI_5q14.3lb	0	1	2	0
L1FLnI_7p14.3da	0	1	1	0
L1FLnI_14q12g	0	1	0	0
L1FLnI_7p14.3aa	0	1	0	3
L1FLnI_4q34.1c	0	1	0	0
L1FLnI_7q31.1ta	0	1	2	0
L1FLnI_8q11.21y	0	1	1	0
L1FLnI_Xq23xa	0	1	2	0
L1FLnI_5p15.31t	0	1	8	3
L1FLnI_12q24.32b	0	1	1	0
L1FLnI_Xp11.3z	0	1	0	0
L1FLnI_4q13.1x	0	1	0	0
L1FLnI_5q13.3a	0	1	0	0
L1FLnI_16q21ga	0	1	5	3
L1FLnI_19q12e	0	1	4	0
L1FLnI_8p21.3d	0	1	0	0
L1FLnI_Xq22.3w	0	1	2	0
L1FLnI_3p24.2f	0	1	1	1
L1FLnI_4q34.3o	0	1	0	0
L1FLnI_6q25.2f	0	1	1	0
L1FLnI_8q21.3t	0	1	0	1
L1FLnI_11p11.12k	0	1	0	0
L1FLnI_2q34a	0	1	0	0
L1FLnI_6p24.2a	0	1	1	0
L1FLnI_14q23.1v	0	1	1	1
L1FLnI_16q12.1u	0	1	1	0
L1FLnI_4q31.23f	0	1	1	2
L1FLnI_11q11t	0	1	1	0
L1FLnI_Xq22.1ha	0	1	3	2
L1FLnI_11p11.12g	0	1	0	0
L1FLnI_4q13.3na	0	1	0	1
L1FLnI_4q31.23l	0	1	0	0
L1FLnI_5p13.1v	0	1	0	0
L1FLnI_10q23.31x	0	1	0	0
L1FLnI_4p15.31l	0	1	0	0
L1FLnI_Yq11.221ta	0	1	0	0
L1FLnI_5q21.1e	0	1	1	0
L1FLnI_6p12.3ka	0	1	2	2
L1FLnI_6q12ba	0	1	0	0
L1FLnI_Xq21.1j	0	1	1	0
L1FLnI_4q31.23j	0	1	1	0
L1FLnI_8q23.3b	0	1	0	0
L1FLnI_4q13.2w	0	1	5	2
L1FLnI_12q13.11ea	0	1	0	0
L1FLnI_Xq27.3q	0	1	0	0
L1FLnI_20p11.21d	0	1	0	2
L1FLnI_Yq11.221kb	0	1	0	0
L1FLnI_7p12.3g	0	1	0	1
L1FLnI_2q32.1s	0	1	5	2
L1FLnI_3q22.3w	0	1	2	0
L1FLnI_2p22.3d	0	1	0	3
L1FLnI_5q23.2pa	0	1	0	0
L1FLnI_8p21.2g	0	1	0	0
L1FLnI_9p24.3f	0	1	0	0
L1FLnI_10q23.33r	0	1	2	1
L1FLnI_4q13.3ka	0	1	3	2
L1FLnI_6q21e	0	1	0	1
L1FLnI_2q22.1c	0	1	1	1
L1FLnI_Xq25p	0	1	2	0
L1FLnI_5p14.1f	0	1	1	0
L1FLnI_6q13z	0	1	0	0
L1FLnI_8p12ia	0	1	0	0
L1FLnI_10q23.1oa	0	1	2	0
L1FLnI_1p12r	0	1	2	1
L1FLnI_15q14t	0	1	0	0
L1FLnI_19q12j	0	1	0	0
L1FLnI_8q12.2c	0	1	1	0
L1FLnI_6q22.31v	0	1	1	0
L1FLnI_5q31.1p	0	1	6	2
L1FLnI_2q24.2h	0	1	0	0
L1FLnI_14q31.3j	0	1	1	1
L1FLnI_3q12.1k	0	1	2	0
L1FLnI_6q24.2b	0	1	1	0
L1FLnI_12q21.31ja	0	1	1	3
L1FLnI_20q11.1i	0	1	0	0
L1FLnI_11p11.12l	0	1	1	0
L1FLnI_14q21.3m	0	1	3	0
L1FLnI_6q23.2p	0	1	1	2
L1FLnI_3q11.2p	0	1	0	0
L1FLnI_2p16.3f	0	1	0	0
L1FLnI_9q21.13c	0	1	0	1
L1FLnI_Xq12p	0	1	0	0
L1FLnI_6q14.1fa	0	1	1	0
L1FLnI_19q12h	0	1	0	1
L1FLnI_1q41e	0	1	0	0
L1FLnI_5q11.1m	0	1	0	0
L1FLnI_7p21.1aa	0	1	0	1
L1FLnI_7p12.3d	0	1	2	2
L1FLnI_12q14.1f	0	1	0	0
L1FLnI_12q21.31ha	0	1	0	0
L1FLnI_5q21.1c	0	1	2	0
L1FLnI_10q23.1l	0	1	0	0
L1FLnI_8q13.2o	0	1	0	0
L1FLnI_11q12.1h	0	1	0	0
L1FLnI_18p11.32g	0	1	0	0
L1FLnI_6q23.3a	0	1	2	3
L1FLnI_20p12.1g	0	1	4	2
L1FLnI_14q12fa	0	1	2	1
L1FLnI_17q12c	0	1	1	1
L1FLnI_12q21.1aa	0	1	2	0
L1FLnI_3p14.3g	0	1	0	0
L1FLnI_3q13.2i	0	1	2	0
L1FLnI_1p22.3i	0	1	0	0
L1FLnI_2q36.3r	0	1	0	0
L1FLnI_1p21.3a	0	1	0	0
L1FLnI_Xq26.3a	0	1	0	2
L1FLnI_1p31.1ac	0	1	1	0
L1FLnI_2p16.1ka	0	1	3	1
L1FLnI_6q22.33r	0	1	0	0
L1ORF2_11q14.1	0	1	3	2
L1FLnI_14q12s	0	1	0	0
L1FLnI_18q12.1z	0	1	0	0
L1FLnI_5q14.3nb	0	1	0	0
L1FLnI_3q25.31i	0	1	0	0
L1FLnI_Yq11.21y	0	1	0	0
L1FLnI_5q13.3u	0	1	2	0
L1FLnI_2p24.3f	0	1	1	0
L1FLnI_1p31.1lb	0	1	2	0
L1FLnI_7q34e	0	1	2	3
L1FLnI_Xq27.3d	0	1	1	0
L1FLnI_Yq11.221x	0	1	0	0
L1FLnI_3q26.1o	0	1	0	0
L1FLnI_15q14x	0	1	0	0
L1FLnI_8p21.3f	0	1	0	1
L1FLnI_8q22.3z	0	0	8	1
L1FLnI_6p22.3t	0	0	7	1
L1FLnI_3q11.2ga	0	0	7	0
L1FLnI_2q31.1h	0	0	6	0
L1FLnI_Xq22.1ba	0	0	6	1
L1FLnI_4q34.3a	0	0	6	0
L1FLnI_11p15.4x	0	0	5	0
L1FLnI_15p11.2	0	0	5	1
L1FLnI_5q33.2f	0	0	5	0
L1FLnI_3q13.33n	0	0	5	0
L1FLnI_4q21.21m	0	0	5	0
L1FLnI_2p16.3e	0	0	5	0
L1FLnI_4q28.3wa	0	0	5	0
L1FLnI_6q14.1ba	0	0	5	0
L1FLnI_4p15.2ba	0	0	5	3
L1FLnI_Yp11.2sb	0	0	5	1
L1FLnI_5q22.2l	0	0	5	0
